FDD16,"",Low Fat,0.036177057,Frozen Foods,74.7696,OUT027,1985,Medium,Tier 3,Supermarket,2066.768449
FDI28,14.3,Low Fat,0.044057131,Frozen Foods,77.9302,OUT010,1998,Medium,Tier 3,Grocery Store,1170.121953
FDT40,5.985,Low Fat,0.095795326,Frozen Foods,128.4678,OUT046,1997,Small,Tier 1,Supermarket,508.6712
FDG04,13.1,Low Fat,0.006097005,Frozen Foods,187.2898,OUT017,2007,Medium,Tier 2,Supermarket,2600.706163
FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213.7192,OUT013,1987,High,Tier 3,Supermarket,1078.596
FDK52,"",Low Fat,0.0,Frozen Foods,225.3062,OUT027,1985,Medium,Tier 3,Supermarket,4288.4178
FDC20,10.65,Low Fat,0.023971463,Fruits and Vegetables,54.0272,OUT046,1997,Small,Tier 1,Supermarket,447.4176
FDE09,"",Low Fat,0.021498768,Fruits and Vegetables,111.5228,OUT027,1985,Medium,Tier 3,Supermarket,1768.3648
FDL44,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,OUT013,1987,High,Tier 3,Supermarket,3397.5774
FDY43,14.85,Low Fat,0.098402239,Fruits and Vegetables,168.1474,OUT046,1997,Small,Tier 1,Supermarket,2696.748001
FDG45,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,OUT017,2007,Medium,Tier 2,Supermarket,5946.9256
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket,5559.43
FDY56,16.35,Regular,0.062399603,Fruits and Vegetables,224.7062,OUT035,2004,Small,Tier 2,Supermarket,3894.383152
DRH11,5.98,Low Fat,0.075711199,Hard Drinks,55.6614,OUT045,2002,Small,Tier 2,Supermarket,331.5684
NCM41,16.5,Low Fat,0.035801238,Health and Hygiene,92.612,OUT018,2009,Medium,Tier 3,Supermarket,559.272
NCB54,"",Low Fat,0.087635835,Health and Hygiene,129.4336,OUT019,1985,Small,Tier 1,Grocery Store,1476.948328
NCA17,20.6,Low Fat,0.076020756,Health and Hygiene,149.3392,OUT010,1998,Medium,Tier 3,Grocery Store,3230.206896
NCT53,5.4,Low Fat,0.048076217,Health and Hygiene,164.1526,OUT013,1987,High,Tier 3,Supermarket,966.2022036
NCQ53,17.6,Low Fat,0.018901751,Health and Hygiene,235.759,OUT035,2004,Small,Tier 2,Supermarket,4439.813488
NCC54,17.75,Low Fat,0.098108957,Health and Hygiene,240.9196,OUT018,2009,Medium,Tier 3,Supermarket,4579.3724
NCM18,13.0,Low Fat,0.083179333,Household,62.0194,OUT018,2009,Medium,Tier 3,Supermarket,862.689854
NCV30,20.2,Low Fat,0.110356797,Household,62.051,OUT010,1998,Medium,Tier 3,Grocery Store,126.502
NCT42,5.88,Low Fat,0.024937792,Household,148.4392,OUT045,2002,Small,Tier 2,Supermarket,2087.9488
NCP06,20.7,Low Fat,0.039467795,Household,151.7366,OUT017,2007,Medium,Tier 2,Supermarket,604.5464
NCA42,6.965,Low Fat,0.047784475,Household,158.8604,OUT010,1998,Medium,Tier 3,Grocery Store,316.9208
NCK18,9.6,Low Fat,0.00673599,Household,166.4184,OUT017,2007,Medium,Tier 2,Supermarket,1725.425971
NCF18,18.35,Low Fat,0.089163056,Household,191.3504,OUT045,2002,Small,Tier 2,Supermarket,3259.7568
NCK42,"",Low Fat,0.013056494,Household,215.9192,OUT027,1985,Medium,Tier 3,Supermarket,7334.4528
NCW42,18.2,Low Fat,0.0,Household,222.0456,OUT046,1997,Small,Tier 1,Supermarket,4324.116014
FDA39,"",Low Fat,0.012656359,Meat,37.8822,OUT027,1985,Medium,Tier 3,Supermarket,1021.3372
FDW15,15.35,Regular,0.055199283,Meat,146.4734,OUT049,1999,Medium,Tier 1,Supermarket,2405.752358
FDT03,21.25,Low Fat,0.01005532,Meat,183.1608,OUT017,2007,Medium,Tier 2,Supermarket,2756.412
NCJ19,18.6,Low Fat,0.19780911,Others,55.6588,OUT010,1998,Medium,Tier 3,Grocery Store,114.5176
NCN43,12.15,Low Fat,0.006770252,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket,1231.73
NCN19,13.1,Low Fat,0.01209726,Others,188.853,OUT035,2004,Small,Tier 2,Supermarket,3225.801
FDM46,7.365,Low Fat,0.159967845,Snack Foods,94.712,OUT046,1997,Small,Tier 1,Supermarket,1304.968
FDW58,20.75,Low Fat,0.007568411,Snack Foods,105.8622,OUT045,2002,Small,Tier 2,Supermarket,2350.405496
FDY10,17.6,Low Fat,0.049027044,Snack Foods,112.6176,OUT013,1987,High,Tier 3,Supermarket,2180.276736
FDH58,12.3,Low Fat,0.037014587,Snack Foods,115.1834,OUT045,2002,Small,Tier 2,Supermarket,1958.1178
FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,OUT017,2007,Medium,Tier 2,Supermarket,2450.144
FDF10,15.5,Regular,0.156898705,Snack Foods,147.9418,OUT035,2004,Small,Tier 2,Supermarket,2453.614753
FDO58,19.6,Low Fat,0.039544237,Snack Foods,163.6526,OUT013,1987,High,Tier 3,Supermarket,1151.1682
FDJ46,11.1,Low Fat,0.045076978,Snack Foods,173.6054,OUT017,2007,Medium,Tier 2,Supermarket,2023.370937
FDC22,"",Regular,0.238868509,Snack Foods,191.382,OUT019,1985,Small,Tier 1,Grocery Store,801.202305
DRD24,13.85,Low Fat,0.030789262,Soft Drinks,142.5154,OUT035,2004,Small,Tier 2,Supermarket,2131.745353
DRH37,"",Low Fat,0.041414828,Soft Drinks,163.3526,OUT027,1985,Medium,Tier 3,Supermarket,3944.302268
DRC36,13.0,Regular,0.045054813,Soft Drinks,173.8054,OUT049,1999,Medium,Tier 1,Supermarket,2417.633114
DRA59,"",Regular,0.127308434,Soft Drinks,186.6924,OUT027,1985,Medium,Tier 3,Supermarket,7033.5112
DRF36,16.1,Low Fat,0.023577298,Soft Drinks,192.6846,OUT046,1997,Small,Tier 1,Supermarket,2866.269
FDY36,12.3,Low Fat,0.009410528,Baking Goods,73.738,OUT046,1997,Small,Tier 1,Supermarket,1318.284
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket,1747.725
FDC37,"",Low Fat,0.032714163,Baking Goods,108.1938,OUT027,1985,Medium,Tier 3,Supermarket,3307.246467
FDE24,14.85,Low Fat,0.093384846,Baking Goods,141.3812,OUT013,1987,High,Tier 3,Supermarket,2204.486361
FDA47,10.5,Regular,0.116651733,Baking Goods,162.421,OUT035,2004,Small,Tier 2,Supermarket,1807.74573
FDS59,14.8,Regular,0.043885147,Breads,108.757,OUT035,2004,Small,Tier 2,Supermarket,1867.569
FDU59,5.78,Low Fat,0.096536082,Breads,162.8552,OUT049,1999,Medium,Tier 1,Supermarket,3574.0144
FDO49,10.6,Regular,0.033239125,Breakfast,52.1008,OUT017,2007,Medium,Tier 2,Supermarket,590.9272736
FDO38,17.25,Low Fat,0.073135768,Canned,77.2986,OUT018,2009,Medium,Tier 3,Supermarket,1012.6818
FDW25,5.175,Low Fat,0.037391881,Canned,83.2224,OUT035,2004,Small,Tier 2,Supermarket,1789.6704
FDE14,13.65,Regular,0.031418984,Canned,99.27,OUT013,1987,High,Tier 3,Supermarket,2596.62
FDZ01,8.975,Regular,0.009057132,Canned,104.099,OUT035,2004,Small,Tier 2,Supermarket,2476.776
FDT25,7.5,Low Fat,0.050750977,Canned,122.2072,OUT046,1997,Small,Tier 1,Supermarket,1960.1152
FDI14,14.1,Low Fat,0.089660816,Canned,140.0496,OUT035,2004,Small,Tier 2,Supermarket,1411.496
FDF26,6.825,Regular,0.046898544,Canned,153.7998,OUT017,2007,Medium,Tier 2,Supermarket,922.7988
FDN38,6.615,Regular,0.091954465,Canned,250.6408,OUT035,2004,Small,Tier 2,Supermarket,4756.4752
FDD51,11.15,Low Fat,0.120139206,Dairy,45.0744,OUT049,1999,Medium,Tier 1,Supermarket,452.744
FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,2004,Small,Tier 2,Supermarket,491.3604
FDC52,11.15,Regular,0.008313629,Dairy,149.5708,OUT018,2009,Medium,Tier 3,Supermarket,1801.131574
FDS14,7.285,Low Fat,0.0,Dairy,155.1288,OUT017,2007,Medium,Tier 2,Supermarket,1414.1592
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket,3251.1014
FDC03,8.575,Regular,0.120256303,Dairy,196.2794,OUT010,1998,Medium,Tier 3,Grocery Store,1834.574482
FDI16,14.0,Regular,0.136051058,Frozen Foods,53.564,OUT045,2002,Small,Tier 2,Supermarket,802.38872
FDH04,"",Regular,0.019912606,Frozen Foods,91.0488,OUT019,1985,Small,Tier 1,Grocery Store,271.6464
FDN16,12.6,Regular,0.062648111,Frozen Foods,104.899,OUT013,1987,High,Tier 3,Supermarket,1960.781
FDF16,"",Low Fat,0.150806666,Frozen Foods,149.0076,OUT019,1985,Small,Tier 1,Grocery Store,295.6152
FDN04,11.8,Regular,0.0,Frozen Foods,179.2344,OUT035,2004,Small,Tier 2,Supermarket,2141.2128
FDA16,"",Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,1985,Medium,Tier 3,Supermarket,7073.4592
FDQ20,8.325,Low Fat,0.029906169,Fruits and Vegetables,41.1138,OUT018,2009,Medium,Tier 3,Supermarket,366.231452
FDC09,15.5,Regular,0.026342897,Fruits and Vegetables,104.1332,OUT049,1999,Medium,Tier 1,Supermarket,1230.3984
FDJ20,"",Regular,0.099689837,Fruits and Vegetables,124.8388,OUT027,1985,Medium,Tier 3,Supermarket,1252.272085
FDT19,7.59,Regular,0.145335007,Fruits and Vegetables,173.108,OUT045,2002,Small,Tier 2,Supermarket,2077.296
FDY44,14.15,Regular,0.024404558,Fruits and Vegetables,198.311,OUT046,1997,Small,Tier 1,Supermarket,2553.343
FDM08,10.1,Regular,0.0,Fruits and Vegetables,225.1088,OUT013,1987,High,Tier 3,Supermarket,3579.3408
FDZ20,"",Low Fat,0.060067062,Fruits and Vegetables,254.8356,OUT019,1985,Small,Tier 1,Grocery Store,4242.518137
DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,2002,Small,Tier 2,Supermarket,1274.3412
DRK23,"",Low Fat,0.126021818,Hard Drinks,253.204,OUT019,1985,Small,Tier 1,Grocery Store,2009.207644
NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket,2441.4886
NCU29,7.685,Low Fat,0.025456246,Health and Hygiene,144.876,OUT013,1987,High,Tier 3,Supermarket,1180.174384
NCV29,11.8,Low Fat,0.022824491,Health and Hygiene,177.0686,OUT013,1987,High,Tier 3,Supermarket,3022.0662
NCJ42,19.75,Low Fat,0.01438222,Household,102.2332,OUT017,2007,Medium,Tier 2,Supermarket,3075.996
NCX54,9.195,Low Fat,0.080442371,Household,107.7622,OUT010,1998,Medium,Tier 3,Grocery Store,105.8622
NCY06,15.25,Low Fat,0.061173235,Household,128.5968,OUT035,2004,Small,Tier 2,Supermarket,2137.600308
NCG07,12.3,Low Fat,0.052799022,Household,187.753,OUT017,2007,Medium,Tier 2,Supermarket,2540.29809
NCA30,19.0,Low Fat,0.129534812,Household,190.1872,OUT049,1999,Medium,Tier 1,Supermarket,5105.3544
NCQ06,13.0,Low Fat,0.041909345,Household,255.0014,OUT045,2002,Small,Tier 2,Supermarket,5865.0322
FDZ51,11.3,Regular,0.054542505,Meat,97.2094,OUT035,2004,Small,Tier 2,Supermarket,1208.312842
FDH31,12.0,Regular,0.02045255,Meat,97.5042,OUT045,2002,Small,Tier 2,Supermarket,1251.953928
FDK43,9.8,Low Fat,0.026882496,Meat,126.302,OUT049,1999,Medium,Tier 1,Supermarket,3036.048
FDY51,12.5,Low Fat,0.081134826,Meat,220.0798,OUT046,1997,Small,Tier 1,Supermarket,4848.3556
FDL21,15.85,Regular,0.007186838,Snack Foods,41.148,OUT017,2007,Medium,Tier 2,Supermarket,697.849506
FDU09,7.71,Regular,0.066584547,Snack Foods,56.0956,OUT035,2004,Small,Tier 2,Supermarket,462.7718713
FDT10,16.7,Regular,0.061992874,Snack Foods,60.9562,OUT013,1987,High,Tier 3,Supermarket,355.5372
FDP46,15.35,Low Fat,0.0,Snack Foods,89.383,OUT045,2002,Small,Tier 2,Supermarket,1440.630503
FDL22,16.85,Low Fat,0.036596012,Snack Foods,90.6488,OUT017,2007,Medium,Tier 2,Supermarket,633.8416
FDW58,20.75,Low Fat,0.007551665,Snack Foods,107.1622,OUT035,2004,Small,Tier 2,Supermarket,1693.7952
FDD22,"",Low Fat,0.099167136,Snack Foods,113.1544,OUT027,1985,Medium,Tier 3,Supermarket,1141.047373
FDQ57,"",Low Fat,0.048932713,Snack Foods,144.476,OUT019,1985,Small,Tier 1,Grocery Store,146.476
FDQ33,13.35,Low Fat,0.091392132,Snack Foods,151.1708,OUT045,2002,Small,Tier 2,Supermarket,2139.217991
FDG58,10.695,Regular,0.086916126,Snack Foods,153.7972,OUT049,1999,Medium,Tier 1,Supermarket,1776.449938
FDN21,"",Low Fat,0.076483451,Snack Foods,163.1236,OUT027,1985,Medium,Tier 3,Supermarket,2416.854
FDY34,10.5,Regular,0.010979782,Snack Foods,164.2842,OUT035,2004,Small,Tier 2,Supermarket,1828.483146
FDZ09,"",Low Fat,0.104371086,Snack Foods,164.4868,OUT027,1985,Medium,Tier 3,Supermarket,1575.980535
FDE34,"",Low Fat,0.107368929,Snack Foods,183.0634,OUT027,1985,Medium,Tier 3,Supermarket,1704.994189
FDI22,12.6,Low Fat,0.161039887,Snack Foods,210.2612,OUT010,1998,Medium,Tier 3,Grocery Store,418.1224
FDR34,17.0,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket,4809.7392
DRB25,12.3,Low Fat,0.116261335,Soft Drinks,107.0938,OUT010,1998,Medium,Tier 3,Grocery Store,214.3876
DRI01,7.97,Low Fat,0.034446434,Soft Drinks,170.7422,OUT035,2004,Small,Tier 2,Supermarket,1456.072407
DRG36,14.15,Low Fat,0.095917719,Soft Drinks,171.8106,OUT017,2007,Medium,Tier 2,Supermarket,2601.298389
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,1997,Small,Tier 1,Supermarket,5634.6654
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket,1022.6688
FDF35,15.0,Low Fat,0.154860353,Starchy Foods,106.1938,OUT017,2007,Medium,Tier 2,Supermarket,4073.3644
FDE11,"",Regular,0.23653561,Starchy Foods,184.1924,OUT019,1985,Small,Tier 1,Grocery Store,185.0924
FDW23,5.765,Low Fat,0.0821398,Baking Goods,37.2164,OUT049,1999,Medium,Tier 1,Supermarket,579.246
FDK60,16.5,Regular,0.09405464,Baking Goods,98.3068,OUT045,2002,Small,Tier 2,Supermarket,1751.827176
FDC37,15.5,Low Fat,0.032873353,Baking Goods,106.2938,OUT046,1997,Small,Tier 1,Supermarket,1762.882673
FDP48,"",Regular,0.077078963,Baking Goods,184.695,OUT019,1985,Small,Tier 1,Grocery Store,2396.179098
FDJ12,8.895,Regular,0.039041114,Baking Goods,206.5296,OUT046,1997,Small,Tier 1,Supermarket,2020.788871
FDP59,"",Regular,0.098864176,Breads,104.0648,OUT019,1985,Small,Tier 1,Grocery Store,1052.603726
FDU47,12.8,Regular,0.114318263,Breads,142.2838,OUT018,2009,Medium,Tier 3,Supermarket,421.4514
FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,OUT035,2004,Small,Tier 2,Supermarket,801.6232
FDZ37,8.1,Regular,0.019768503,Canned,88.6198,OUT046,1997,Small,Tier 1,Supermarket,1569.9564
FDK50,7.96,Low Fat,0.0284073,Canned,162.9894,OUT049,1999,Medium,Tier 1,Supermarket,1414.16123
FDK26,5.46,Regular,0.032227432,Canned,186.824,OUT049,1999,Medium,Tier 1,Supermarket,1864.24
FDI38,13.35,Regular,0.014656564,Canned,208.5638,OUT045,2002,Small,Tier 2,Supermarket,2277.7018
FDT01,"",Regular,0.183275872,Canned,210.4902,OUT027,1985,Medium,Tier 3,Supermarket,1148.488329
FDJ26,15.3,Regular,0.08511049,Canned,215.7218,OUT018,2009,Medium,Tier 3,Supermarket,1923.4962
FDT37,14.15,Low Fat,0.035413843,Canned,253.0014,OUT018,2009,Medium,Tier 3,Supermarket,3866.367395
FDC15,18.1,Low Fat,0.17824575,Dairy,158.1288,OUT049,1999,Medium,Tier 1,Supermarket,3299.7048
DRJ39,20.25,Low Fat,0.036531539,Dairy,218.1482,OUT017,2007,Medium,Tier 2,Supermarket,4859.251155
FDK03,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,Medium,Tier 3,Grocery Store,254.3356
FDV40,17.35,Low Fat,0.0,Frozen Foods,72.2038,OUT017,2007,Medium,Tier 2,Supermarket,886.8456
FDI05,8.35,Regular,0.12676414,Frozen Foods,74.2354,OUT013,1987,High,Tier 3,Supermarket,669.4548372
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,2007,Medium,Tier 2,Supermarket,2527.3768
FDJ53,10.5,Low Fat,0.071198613,Frozen Foods,120.6098,OUT013,1987,High,Tier 3,Supermarket,1367.715132
FDW04,8.985,Regular,0.058062665,Frozen Foods,130.831,OUT018,2009,Medium,Tier 3,Supermarket,1246.047527
FDW52,14.0,Regular,0.037580877,Frozen Foods,162.6526,OUT049,1999,Medium,Tier 1,Supermarket,4275.7676
FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8478,OUT035,2004,Small,Tier 2,Supermarket,2712.4692
FDF41,12.15,Low Fat,0.131445848,Frozen Foods,246.846,OUT045,2002,Small,Tier 2,Supermarket,6404.996
FDK40,"",Low Fat,0.021743592,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket,6574.775
FDD08,8.3,Low Fat,0.035426061,Fruits and Vegetables,37.7506,OUT045,2002,Small,Tier 2,Supermarket,338.3963784
FDZ08,12.5,Regular,0.110440439,Fruits and Vegetables,81.9592,OUT018,2009,Medium,Tier 3,Supermarket,1106.4492
FDI32,17.7,Low Fat,0.0,Fruits and Vegetables,113.4834,OUT018,2009,Medium,Tier 3,Supermarket,2129.175551
FDQ44,20.5,Low Fat,0.036213591,Fruits and Vegetables,122.3756,OUT045,2002,Small,Tier 2,Supermarket,2684.308786
FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007,Medium,Tier 2,Supermarket,4334.358
FDF57,"",Regular,0.102999154,Fruits and Vegetables,169.9448,OUT019,1985,Small,Tier 1,Grocery Store,170.4448
FDG20,15.5,Regular,0.125664151,Fruits and Vegetables,176.7028,OUT035,2004,Small,Tier 2,Supermarket,3012.78274
FDP07,"",Low Fat,0.089466421,Fruits and Vegetables,196.011,OUT027,1985,Medium,Tier 3,Supermarket,2190.889026
FDW55,12.6,Regular,0.0,Fruits and Vegetables,248.8092,OUT035,2004,Small,Tier 2,Supermarket,6723.2484
NCO05,7.27,Low Fat,0.046520703,Health and Hygiene,97.7384,OUT013,1987,High,Tier 3,Supermarket,591.2304
NCO17,10.0,Low Fat,0.073794811,Health and Hygiene,121.444,OUT017,2007,Medium,Tier 2,Supermarket,2516.724
NCN41,17.0,Low Fat,0.05219943,Health and Hygiene,123.673,OUT035,2004,Small,Tier 2,Supermarket,2207.56305
NCZ29,15.0,Low Fat,0.071312064,Health and Hygiene,125.7362,OUT013,1987,High,Tier 3,Supermarket,3020.0688
NCB54,8.76,Low Fat,0.050052711,Health and Hygiene,128.4336,OUT046,1997,Small,Tier 1,Supermarket,1215.084603
NCA17,20.6,Low Fat,0.04551031,Health and Hygiene,149.6392,OUT045,2002,Small,Tier 2,Supermarket,894.8352
NCA17,20.6,Low Fat,0.045488814,Health and Hygiene,149.9392,OUT049,1999,Medium,Tier 1,Supermarket,3243.184896
NCA17,"",Low Fat,0.045198261,Health and Hygiene,150.2392,OUT027,1985,Medium,Tier 3,Supermarket,3324.003992
NCL29,"",Low Fat,0.113387677,Health and Hygiene,156.9604,OUT027,1985,Medium,Tier 3,Supermarket,1584.604
NCD19,8.93,Low Fat,0.013233076,Household,53.7614,OUT018,2009,Medium,Tier 3,Supermarket,508.8946601
NCT42,"",Low Fat,0.043574485,Household,148.3392,OUT019,1985,Small,Tier 1,Grocery Store,3404.267429
NCH54,13.5,Low Fat,0.072816495,Household,157.892,OUT045,2002,Small,Tier 2,Supermarket,2344.6962
NCN06,8.39,Low Fat,0.120474481,Household,165.5868,OUT035,2004,Small,Tier 2,Supermarket,1965.4416
NCB43,20.2,Low Fat,0.100319317,Household,188.6898,OUT018,2009,Medium,Tier 3,Supermarket,3367.6164
NCH18,9.3,Low Fat,0.044652785,Household,247.0802,OUT035,2004,Small,Tier 2,Supermarket,1228.401
FDU15,13.65,Regular,0.026597059,Meat,36.3532,OUT035,2004,Small,Tier 2,Supermarket,525.9944508
FDS03,7.825,Low Fat,0.079752411,Meat,66.2826,OUT049,1999,Medium,Tier 1,Supermarket,544.5944123
FDO15,"",Regular,0.014998914,Meat,72.4038,OUT019,1985,Small,Tier 1,Grocery Store,221.7114
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket,2251.7356
FDW27,5.86,Regular,0.151087845,Meat,155.1314,OUT049,1999,Medium,Tier 1,Supermarket,1551.314
FDY39,5.305,Regular,0.04710181,Meat,181.8608,OUT049,1999,Medium,Tier 1,Supermarket,4594.02
FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,2004,Small,Tier 2,Supermarket,2812.3392
FDN03,9.8,Regular,0.015120568,Meat,248.6408,OUT045,2002,Small,Tier 2,Supermarket,2558.513832
NCK31,"",Low Fat,0.047357161,Others,51.9666,OUT019,1985,Small,Tier 1,Grocery Store,1097.333516
NCJ19,18.6,Low Fat,0.118661426,Others,58.7588,OUT018,2009,Medium,Tier 3,Supermarket,858.882
FDG33,"",Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket,3435.528
FDU22,12.35,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,1999,Medium,Tier 1,Supermarket,3673.8844
FDE58,"",Low Fat,0.0,Snack Foods,119.8124,OUT027,1985,Medium,Tier 3,Supermarket,1659.1736
FDJ33,8.895,Regular,0.088821765,Snack Foods,125.173,OUT017,2007,Medium,Tier 2,Supermarket,2956.152
FDT09,15.15,Regular,0.012332667,Snack Foods,130.0284,OUT017,2007,Medium,Tier 2,Supermarket,3559.3668
FDV09,"",Low Fat,0.02046897,Snack Foods,150.2734,OUT027,1985,Medium,Tier 3,Supermarket,7341.522314
FDB22,8.02,Low Fat,0.111419588,Snack Foods,154.3998,OUT035,2004,Small,Tier 2,Supermarket,3383.5956
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,OUT010,1998,Medium,Tier 3,Grocery Store,458.0704
FDI34,"",Regular,0.084723678,Snack Foods,230.6668,OUT027,1985,Medium,Tier 3,Supermarket,2722.577743
DRH25,18.7,Low Fat,0.014622625,Soft Drinks,52.0324,OUT045,2002,Small,Tier 2,Supermarket,1090.5804
DRG48,"",Low Fat,0.025484041,Soft Drinks,143.8102,OUT019,1985,Small,Tier 1,Grocery Store,5643.147411
DRB01,7.39,Low Fat,0.082704564,Soft Drinks,189.053,OUT017,2007,Medium,Tier 2,Supermarket,1536.811837
FDC59,"",Regular,0.05436436,Starchy Foods,63.8168,OUT027,1985,Medium,Tier 3,Supermarket,958.752
FDD23,9.5,Regular,0.048883854,Starchy Foods,185.7898,OUT018,2009,Medium,Tier 3,Supermarket,2619.2572
FDF11,10.195,Regular,0.017658634,Starchy Foods,240.1538,OUT049,1999,Medium,Tier 1,Supermarket,1442.1228
FDL48,19.35,Regular,0.082394321,Baking Goods,48.5034,OUT049,1999,Medium,Tier 1,Supermarket,243.017
FDX60,12.35,Low Fat,0.080203852,Baking Goods,77.996,OUT027,1985,Medium,Tier 3,Supermarket,2716.464
FDC48,9.195,Low Fat,0.015883951,Baking Goods,83.4592,OUT049,1999,Medium,Tier 1,Supermarket,821.1258581
FDS24,20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket,1505.3738
FDU36,6.15,Low Fat,0.046364789,Baking Goods,99.9384,OUT045,2002,Small,Tier 2,Supermarket,676.083276
FDB12,"",Regular,0.104797702,Baking Goods,101.8648,OUT027,1985,Medium,Tier 3,Supermarket,972.0136802
FDH12,9.6,Low Fat,0.084882966,Baking Goods,106.528,OUT013,1987,High,Tier 3,Supermarket,1073.80224
FDZ60,20.5,Low Fat,0.119262481,Baking Goods,108.8596,OUT013,1987,High,Tier 3,Supermarket,2454.78398
FDN60,15.1,Low Fat,0.095545715,Baking Goods,157.3604,OUT018,2009,Medium,Tier 3,Supermarket,4436.8912
FDX47,6.55,Regular,0.057920576,Breads,156.2288,OUT010,1998,Medium,Tier 3,Grocery Store,1115.395518
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,2004,Small,Tier 2,Supermarket,4572.0486
FDW37,19.2,Low Fat,0.124050391,Canned,92.4488,OUT046,1997,Small,Tier 1,Supermarket,1934.768486
FDB02,9.695,Regular,0.029140008,Canned,176.337,OUT013,1987,High,Tier 3,Supermarket,3528.74
